n,sparsity,seed,solution_lowest,value_lowest,solution_most,value_most,annealer_tte
158,0.5,222,01111111111100100000111110010100010110110011110001111100011010001111010110001101001110011010101011100111111010010010100111010110000100010110100110011010101001,-24129.81,01101111000100111000010110110100010110010111111001101111111111011111100001000011011110110011011111000111111001111110100011001111001000011100100110001111000001,-24131.99,358.3997
159,0.5,222,010111100000000001000111010000111011111010000011110110000101011010111011110000011111100011010101110001111011001001110100010001101111100101100010101111001110110,-24238.84,101011111010001000110110000000010001111011100011110111010111111100010110000010101101001000001101011111000100000011111100010100110001010110100010101011100100100,-24371.26,155.0932
160,0.5,222,1011000100001000010010000100100010001111100001010010100011001000010000000011001000110001110111100011000001101000000110011000001000100100010110000011111001111011,-25051.18,0011010000001000010011000100100010001100110001000010111011001000010000001011100001110000011110100111000001100100000100001100111010101111101010011110101100111010,-26944.64,123.6091
161,0.5,222,00000110110111101011111011110101100010001000110110111010010010000101001011001110011010011011111001000001110101111100011001110111110001100111001010111000101100110,-24735.85,00001000110001101101111111010010010101001010010011010000100111001111100111110110100101110110100101101011101001011011001101000111111100100111100111001101111100111,-24766.76,201.1778
162,0.5,222,111000001111100001000111100110011000000000101011111100101111100000101101010011110001101001001101100100011001000100001100000010100001011001111001011011011010110100,-25701.61,111001000111100001000111100110011001000000111001001100100111100110101101110111101001101001000101111101000001010100001101000010101001101001111101011001010010110100,-26431.99,189.3165
163,0.5,222,0111010100011111001001110001010101011110010000111010111000111100101110010011111100100111110110000010101100010111111010111000110001011101011011001001101101101101101,-24289.65,0010111011100010100110101110111010000001011101011101110111110010010010110100011111011100001110010101010001110000010101011110011110100100110100100010000010000110010,-25276.95,318.0061
164,0.5,222,10001000000110000000111100101111011001111000000001011000001000100111110111100101110010000011011011011111000011010101011000101101000000011010000101000110011110011110,-26252.55,10001100000100100100011100101101011011011100000010011000001000110101000111100101110110000011100111011101000011000101010100101001100100010110010001000110011111011111,-26445.51,647.9656
165,0.5,222,111111010111000101101001000101110110101111011100000110000111100100100111010101010010100111001100111000001110000111010001010101111101011100001001111011110110101110110,-24059.6,010011110011010000101011011010110111011111111110001111001110100010010001111111101100110110000100010000000110000100010101010101101001011100011001111111111111001111100,-24831.18,408.7966
52,1.0,222,0100001011010001010010000000101001111101111000100101,-1389.14,1011110100001110101001111111010110000010000111011010,-1386.87,19.2137
53,1.0,222,00101111000010101010001011000111100100001000100111010,-1391.26,00110101100110001010100001100010100000011110100001111,-1387.36,6.1915
54,1.0,222,001011110000101010100010110001111001000010001001110100,-1391.26,001101010000100010100000111001111000001010001001010111,-1389.14,6.0599
55,1.0,222,1100001011010111010011110001110101111100011100101000100,-1391.26,0011110100101000101100000110001110000010101011010110011,-1389.14,6.1712
56,1.0,222,10100111001010101011001011000010100110011000110110111101,-1391.26,01011000110101010100110100111101011001100111001001100010,-1388.99,7.5022
57,1.0,222,001111010010101010110010011000111000001010101101111101010,-1464.62,110000101101010101001101100111000111111101010010000010101,-1462.99,6.2511
58,1.0,222,1101110000000101011001010011100101101110001100111011010111,-1464.62,0101110000000111011001111011110001100111000100100101001110,-1462.5,6.3608
59,1.0,222,11000110000001010110010100011001011111000011001110010110111,-1464.62,00100011111110101001101001000011100100001110110101010110001,-1460.23,6.253
60,1.0,222,110001100010010101110101100111100111110000010100000000111110,-1464.62,101010111101101010001010011000011000000111101011111111000001,-1460.0,6.2095
61,1.0,222,0010101101101000100100001111111011001001001010100110100101001,-1561.25,0010001101101000110100001101111011011000001010100110001001001,-1558.98,7.7958
62,1.0,222,01010100101101010111110100000110001111100001011001110011110110,-1561.25,10100011010010001100000011011001110100001110100110100111011001,-1558.98,6.282
63,1.0,222,110001100010011101110011000111110111010010100110001000101110011,-1561.25,101110011101100010001100111000001000101101011001110111010001100,-1558.26,6.4351
64,1.0,222,1101101100111000011110100011010011011011110000010100001000010011,-1588.54,1101101100111000011110100011010011011011110000010100001000010011,-1588.54,6.446
65,1.0,222,01011010000011110111001001111100110110010110100100001100000101100,-1588.54,10100111111100001110110110000010001000110000011011110011011010011,-1586.42,6.4497
66,1.0,222,010111010011011110010011111110001101011010000010000111111101110001,-1635.24,001000101100000001111100000001110010100101111101111000000010011110,-1628.35,6.4721
67,1.0,222,1001110110001010010110001010111011000010011000110101001101001000100,-1635.24,1001110100001010010110001010101011010110011000111101001101101001100,-1622.2,8.3394
68,1.0,222,01000100111101010010010111110101100001101111110000011111101001110011,-1703.89,10111011000010101101101000001010011110010000001111100000010110001100,-1703.89,6.7967
69,1.0,222,111110110000101001011000000010010111111101000011111000100110100010101,-1736.19,111111110100100001111000000000010111011101000011111010100010101010100,-1733.77,6.9546
70,1.0,222,0000010011110101101001111111011010000000101111000001110110010111010110,-1800.97,1111111101001000111010110000000101110011000000101110101000010010100000,-1799.52,6.6399
71,1.0,222,00000100111101011010011111110110100000001011110000011101100101110101110,-1800.97,00111001001101110000100001011010011111001111101110100101111011000110111,-1786.67,7.4674
72,1.0,222,011110110011110111100100001011000011110110010010011101000111101111101100,-1819.09,100001001111000011111000100100111100011010010000010010010011100110111101,-1817.64,6.6276
73,1.0,222,1000011111000000011110111101001111000011011011011110100100100001000101011,-1908.54,1111100000111010100001000010000000111100100100100001001011011110111010100,-1907.57,6.7926
74,1.0,222,00000011011101010110101010011110100110111100010000010100011100001101100111,-1908.54,00000011011101010110101010011110100110111100010000010100011100001101100111,-1908.54,6.7135
75,1.0,222,101110110111101011101100101001110111111100010010101110110111110110101111010,-1908.54,010001101000010100010011010111001000000111101101010001101000001001010000100,-1894.24,9.0911
76,1.0,222,1011101101111010011011101010011101111011010100101011101101111100100011111011,-1954.49,1011101101111010011011101010011101111011010100101011101101111100100011111011,-1954.49,6.8542
77,1.0,222,01000100100001010001001001011001110000001110010001000100101000100001001000000,-2047.08,10111011011110101110110110100110001111110001101110111011010111011110110111111,-2047.08,6.493
78,1.0,222,000000110100010100000110111111111101101101100110000111101111000000010010001011,-2047.08,111111001011101011111001000000000010010010011001111000010000111111101101110100,-2047.08,6.5738
79,1.0,222,0000001101000101100001011111111010011111001011110001111011010001011100000010011,-2047.08,0111110010001101100110010100100000100100101011010100010110000011011010001010100,-2031.88,6.6401
80,1.0,222,10111011011110101110110010100110001111110001101010111011010111011100011010111011,-2135.0,11000100101100100111001000010101110000001101000011100010001011101001011111011000,-2127.51,6.7885
81,1.0,222,101110110111101011101101101001100011111100011011101110110101110111101110101110011,-2135.0,010001001000010000010010010101011100000011100100010001101010001000010001010001100,-2124.06,6.7981
82,1.0,222,0000001101000101000001111111111111011011011001110001111011110000001110110100001011,-2135.0,0000001101000101000001111111111111011011011001110001111011110000001110110100001011,-2135.0,6.7154
83,1.0,222,10111011011110100110011010100110001110110101101010111011010111001100011111101110011,-2210.23,11111100101110101111110000000101011001001001000011100011001011111000110111001111000,-2182.09,6.8105
84,1.0,222,000000110100010110001101111111101001111100101111000111101101000101111010100110011011,-2210.23,011111001000110100010011010011010110000011100101010001111010001000100000101010001100,-2202.74,6.8322
85,1.0,222,0000001101000101000001111111111111011011011001110001111011111000001110100001010011011,-2293.77,0000001101000111000101111111111111011011011001110001111011111100101111100001110010011,-2273.97,9.6941
86,1.0,222,00000011010001110110001011011111110110110110110000111111011011000001010100001110011110,-2293.77,00000011010001110110001011011111110110110110110000111111011011000001010100001110011110,-2293.77,6.7061
87,1.0,222,100000110100000011110101111101111101101100111011011110100000000100110001111100100010000,-2329.88,011111001011111100001010000011000010010011000100100001001111111011001110000011011101111,-2326.37,6.3222
88,1.0,222,0111110010111101000010100000100000100100110001001000010111111010110011011101111011011110,-2329.88,0111110010111101000110100000100000100100110001001000010111111010110011011101111011011110,-2325.75,6.6245
89,1.0,222,01111100101111110000001000001000001001001100010010000101111111101100111000101111100111111,-2329.88,01111100101111110000001000001000001001001100010010000101111111101100111000101111100111111,-2329.88,6.845
90,1.0,222,010000000000010111110100011111011001100000111010100111010000001100010000111001011000010010,-2346.28,110000000000000010010100011100011001100000101010100110111000001100010000111001011000010010,-2342.77,6.7337
