n,sparsity,seed,solution_gurobi,value_gurobi,gurobi_tte
207,1.0,333,010010001110001110111100011110110001101100011010011101100100011011000100011111101000110110100011001101111010100000011101011011110000111000000011010011100000110101000111000100001111110111000001010101000101100,-4693.72,15.047
208,1.0,333,1001010110010111011111011110011101111001011000001000101101001010010101110011101000101101000101100001011101011011000011110111100100010111001011011011111011011100100011000111000001010100110110000011100000000101,-4693.72,15.1349
209,1.0,333,11000110010011111110110001101110010100110100111001110010101001110010011111011110110100010000000010110110110011000110110111000110011011110010011010101001110110000111111101100110011010111101100011011001010111011,-4754.22,15.7276
210,1.0,333,101001100000111110011110000001001100110000110111101010001010011101110110000100011101110001010101101100000101001100010000111000101101111111111001000000111011100100000000010011110010001010101100101101100100110111,-4829.86,16.3315
211,1.0,333,1011011100001111100111110000010011101100000101010011100110100111011101110101000111011100010101001011000001010001000100101110001011011110111100010001001110111001010010000100111100000010101011011011001001110110111,-4829.86,16.2548
212,1.0,333,01001110001011011110100001100010011101011110011100100110000001111010011010001010110100011010010101111110101110010110110111111011011001111001001010011011010010001011010011111101110111100000101010001100000100100111,-4829.86,15.7794
213,1.0,333,111010101100100111101010001101110001001111101010111001000010111000100101101011101101000101101011011111111011110001101101000110100100011111101111010000111000111011110101001010101111011100011110101001110000111110111,-4841.49,15.9899
214,1.0,333,1111101111001001111010110011011100011011110010000111010100101110001001011110111011011001011010100111111110111110011011110001101001000110111001110110001110001110011111010010101011010111000111111010001100111111100111,-4850.88,16.0063
215,1.0,333,11100100110101110110111010100010011100110110101001000010011110111011011110111110011100011100001111011111110110100110100111001100011001011100111110111001000111110111011111110001010011111100010000000111100100101111011,-4929.26,16.1784
216,1.0,333,011010001011100011010000100111001001100000101000110001001001100111011101101010110010101101111000001001110000000000111001110011101111001100001010011010110111111010011111110000011001101111101100011010011000010101101011,-4956.88,16.161
217,1.0,333,0110100010111000110100001001110010011000001010001100010010011001110111011010101100101011011110000010011100000000001110011100111011110011000010100110101101111110100111111100000110011011111011000110100110000101011010111,-4956.88,16.6558
218,1.0,333,11001101110011001010100001111110000010100000111011011101011011100001101100001100110010001010001000001011101100010000000010011000011011001011111001000101010111000011101100001000110001110010011101101101110000101000111001,-5047.91,16.6407
219,1.0,333,011111100101101101110101110010001101111111001001111100000101100010101100101011100010100101101000111101000011000100111011001101011010100110000011000011111110010011011101110001101001100110110001111101001100010100111100110,-5047.91,16.8354
220,1.0,333,1000001101101000110110000100010111011011010101001110010111111111000100001011111011011001000011001000111011000011101111011100010001001101000110010010101011111101001111110100001101101110110100111011110101010000110011111000,-5048.13,17.1641
221,1.0,333,00000001010010001000100001100111010010100001011001101101011011110100000000110101110111101000110010001110110000111110000011110110010011100011100101011010110011010010101101011000001011001001111000110101001001100101101111100,-5143.3,17.6924
222,1.0,333,011100101000100010011001011001100100000000000000101011000100011001101100110000011101001011010110100011111110100010000010000110110001010100111111001011100000100110011000110000011100010000010001101101110101001100111001111110,-5219.04,17.6035
223,1.0,333,1100100111000100111010100001000010110011010010000110011110001110101111110100111011010101101000001100010100000111110111010010110001010111110110101100110001111100001011011011000000000001001011010010111111001100110001010100110,-5267.09,498.4396
224,1.0,333,10000111011001011011000001111110000001100001110101101101001001000101011111100101110000101000001010010000000100110010000010101110000010110000100011111101010100110111100110110010000011110010000011011110011001011011000000101110,-5282.38,18.1304
225,1.0,333,011110000000010011101011000101001011000101000100101001001000111000101111011010101100010111100100110010000100001011111111000111010000010111111110100011100110011110101110000100000000001100101101001001110101100100000101011111110,-5349.11,18.0196
226,1.0,333,1000111011111010010111001110101001000010110110001100001011110010111011011001010101100000001100100010101111111111101101000001101101100111000100001010111010000101111010011110011100111100000110101110011111110001110010001000001111,-5418.77,18.2364
227,1.0,333,00010101100011001000101100010100100100010001000010101111001101100011111001001010110000111000111010000111110010101100101101101110100101111101010001011100011101000011110010001100000001111100010100001111001100010011111001011101111,-5418.77,20.8692
228,1.0,333,010100111111110000011011100100011001001100101000110110010111001110000111110111100010010110010011001000011000001110001011111010011000110101111011001111101011101011010111101001011110000111011010111000111111000000011111001000101010,-5465.84,20.6883
229,1.0,333,0011001000011111001001111001000010110101100101111000100000101000100000100011101000110011110001100011011000001100011010111010011011101001110001001001000110111110001111100000110110011000101001111000010010011010011111010111001100000,-5465.84,19.9085
230,1.0,333,10101111110011001010101000010100100110110011101001111101101001100011111101001110110011111111101110000011101010111100100101111100000101100101100001111100011001010111011110100100000011111110010110000011011000101011110001001001100111,-5465.84,19.1287
231,1.0,333,001110010110000010101001010001001101101100011110011011010000011000111000001011101001101111111010100011100000101111001111010000000110110110010001101100100011110111101111111110000100001101100101010001110100010000110111001011111001000,-5482.85,19.1236
232,1.0,333,1010110110110011001001101000100011110101101100011001100111001000100101000101101001100101111101110011011111011010010011011010001101010010010011011100011111110110011001100101001111111000011011100000001001011101100101001001011100101111,-5482.85,19.1433
233,1.0,333,00010100010111010001000111110011000000100011111001011010011110011100001110100101001101000000100111110000001001010010001011110001101110010011100001101001100110010100001110100110100000100000000101111011110000010111100001001000010100101,-5582.3,19.6903
234,1.0,333,000100011100001011111101011001110110011011111011011101010101011101111100110101011100010000010001010011110100101110000010000011011110011110101001110101100101001000100011010110100111111001110011011100000010100000100001011000101001101111,-5609.5,19.5192
235,1.0,333,0000000110000010111111000110111101100100111110111011010111010111011111001101000111000100000100010100111111011010100000000000111011100111101011011101011001000010001000100101001001111110011100110101000000111100001000110111001010011110110,-5668.27,19.7687
236,1.0,333,00100000001110100010111010001000111111011011110100011000111100101010100000111010001111011101001100100100100101101111110100001110110111010100110010000010101011001001011011001001110111011011011100000000110010110111111110110000101110010101,-5668.27,19.8184
237,1.0,333,011000010001101000101110100010001101010110101111000110011111001010111000001110100011010111010011001001001001001011001101000001111001110101001110000010101010110010010100110010011011110100110111000000100010010100111101110100111001011010001,-5668.27,20.6595
238,1.0,333,1010100111000011100001000110101001101011101100011100011111001100101101010110110111001000111001010001001101110011100101000100010110010000000001001000100010011101100000110111000001001001100010010000100100011001111001111111010000101001110101,-5709.59,19.9778
239,1.0,333,00011010100010011011000101000000110110000011000100000100011011001110010111110010110010010010111111011001110011101111101100001100011010001000000110010000101110010011011001000110011110000010111110001011111001010010101111001111011011001000101,-5709.59,20.222
240,1.0,333,011101100011010000101011101101100010110100001110101100100001001000001010000110010011111011011010111011101000010000100110101110101101111111111010111001110101011111001000000111111011101100110011101011101111100100100100000010111001000000010010,-5779.11,20.6053
241,1.0,333,1111100110000111110001010111001100100001111000110000111101001101101101100010100111010000111101010001011111100000100001100101010000110000000000100111100011001101100000001111000100000110010010010001000100101101111101010110000000000110010011000,-5779.11,20.5245
242,1.0,333,01010011011101000010100111011000101111110000110101001011000100101011101101101100001011111001001001100010000100011101101101010011000111000010101010011000011000110001111110011111000010011011110111100100001011000101000110100000111110011000111111,-5779.11,22.1293
243,1.0,333,110001010011101101110100111001110110100111001111101110011011100100100101100000100110111010001010001110101000001011010100011010100111001000000010101110001101110101011010011100101100110000110100001111111001100110011000100001110100101011101000101,-5793.16,21.3321
244,1.0,333,1001101011101100110110110011101100000111010110100101111000100111100110101111011010010110101100101000011101110101011001101001010100010100111101001101011100010110100110111011101000010111100011111111110000100001110110011001100110000001011011010010,-5793.16,639.4404
245,1.0,333,01011010110001001001101110100001010001110000101001010110000001111001111011110110110101101011001010000101011111010110011010011010001101111111011110011011001001101011101111101010011111000001111011110110011000110100001101011000100001000010110100010,-5793.16,21.615
246,1.0,333,101001100010110011011001111001000110100101011101000110001000111000011010100100101001011011000010100000001101000001100100100110111101010010100000100111010011000111011010010100101011111110001111111111011010110110011000100001101110111110010001000101,-5878.52,21.7943
247,1.0,333,1010011110111000011110110011010000100101011110100010111100101010000010001011001000110000010000111010000100111100010001001001001011001100111110011110111110111111110100100000100101011011101001101101001011110111111110100000000010001101101001000010010,-5878.52,21.5929
248,1.0,333,11101100111001101110110111100001010010101110000010100000101001111100011100110111100010100111001001001001100110001111000011000111010011100010011000111101011010111011001101010100110101001111100101000000001100001100001000001010110110010110001110110011,-5878.52,21.7283
249,1.0,333,001011101000101110110100111100010010010110000010000101001100110110110001101000101000111001111110110100011101001011100000000110110101101110010001100001100111101011011010101100010000111101101101101001100111011101101010111000100101111010101010100011110,-5950.15,22.6278
250,1.0,333,0110100010001010101011111011000100000000101110001110100010111111110001000111001110000010111001001100011111110011110100001101000000000110110000101101010110101110010000100000011111010100011100000110000010011011001110110101001011010101011010011010000111,-5950.15,22.1577
251,1.0,333,11101000100000101110110111110001000000001111100011100000101101111100010001110011100000101110010011000101111110111101000011010000000001101000001111110101101011101110001010010111000100010011000101100000100110011010001101010010110111010010110010010001110,-5950.15,22.3911
252,1.0,333,101011101000010111000010111001101101110101010101111101001010110000110011100010001101100111101011000111001010001100001101100111111011100110011000011010001000000010111110010101101100000001000111110101110111010011000100110110110010011001001011010010100001,-6046.99,22.355
253,1.0,333,0101111101010111010000110110011011011111010110111001001100001000001101101010110000101101101011110011110111000000000111111011110110110000001111100010110001011011001111111101010001000011000011111101111101000000010001001110111011001110100000111100000110101,-6085.06,22.7767
254,1.0,333,11111001000100100111111100001001000010001101001001010001100100101100100010111010011001101111000111100001011100111000011001101101010011000100101010111011011011110110101010110111000100000110000000101110001100101100001101111011000111010100000110000010001011,-6085.06,22.8954
255,1.0,333,001010101010101110010101111000101011110110110001111011100101110101111101001110001101111101100010010100010101011100011101011110100000101100110001100110000101101000010110001010001011111000010010111000111100011100111111100101111111001001011110010100111001000,-6146.97,23.157
256,1.0,333,0010011000111000010111011010000101100100110100111111111000101000101010110001010011101011000111000100010010011011000100100010000001111100111110010100100000000001110100000000011100010010001110101110001011110010111001000011011100001010111100111011001111000011,-6220.5,23.3254
257,1.0,333,00110110000110100001110110000001011000001101101111101110011010000010101100010111111010100101110001010001100110110001001010100000011110001111110011011000100000000101101000000000110110110111101001100011111101001110110100001001000110100111001111110101100001001,-6220.5,23.5319
258,1.0,333,001001000001101001011100000011111010011010000000101111010010101010100011000101011110100100001110000000001010110101010010000100110011100011111100110001101000100001011110000001101001001111110001000000001101011011100101001110110111001100110111101100100101011101,-6220.5,23.683
259,1.0,333,0000100010010100110011110101011111110111101010000100110111101100110000001101010100000001000111101010110011011100110110011011101110110000110011110010111001000101101001001010101011100011101000010001110100011011111001101101111000001100001001111010000010010101110,-6220.5,24.1464
260,1.0,333,01011011010110101000111110010101011100110001100011001110101111011010110000110101010000110101011001111100011111111001100111101110010010100011110111000011010111100011101100101001100011001101111101000011110100100111001000100010110011111100101100100111111111101110,-6220.5,24.7714
261,1.0,333,111001000010001101000001111010010000111000000110001000001100100110110111001000001001010110101001101001110111000100000000110001011100000100001000100011011000000011101001100101101111000110010111000000100001011001011111100110100100001111100110010111010000000101111,-6220.5,24.2187
262,1.0,333,0001101111111100101111101011010011110111101110001110111101100110010010001101111001101010010101100001100110001110111111110011101001111010111110110111001011110111000101100110100100001110111010001011101011001001111000001101000101011010000101011100000010111011100001,-6220.5,24.8052
263,1.0,333,11100100001000110110000111101001000010100000011000010000100000011011011100111000100101001010000011110111011100010010010011000101110000010000100010011101101000101110100110010110111101011001011101000110000111100101011110101000111001010110110011011011000010010111110,-6292.83,27.5022
264,1.0,333,001101100001101001101100000010110010110011011011101110000011000000110011000011011100110000000101000110100100011100100110010000010001101000100110111010001010000001101010000100100001101000100001100000011110110011001110111111011000101011010011000011110100001000000001,-6301.64,24.6876
265,1.0,333,1111110010100011010100001110101000001001010101110011001010011111111111010010000010011111101010010000101101100001100100000000010001000101111100101010000100000101011000011101111100111001010111101010000101110111010111011010111000010100010011000001111100001011010100111,-6344.93,1061.7178
266,1.0,333,11001000100101000010010001101111110111011001100100011001011010100101100000011000100000110110011100010110010000001010101111110110000000111001111011110011110110011001110100010010001000001001110110001001110111110011101001111000110111010111010001010101000111101101100100,-6345.97,25.3749
267,1.0,333,101011111110101101110000001011011000101100001100101100011000011101110101001110001101110110100000010011110110101111100100000101111000101111101011111101010011111101000101000110101011000011010101110000101101000101101001011011101101011100100110100110110011010100011110111,-6348.33,24.9424
268,1.0,333,1011110010011000100001001011101111001101110010011010111010110101000110111001000011000001001111110000011001100100110101011011011001101001110101111110111110100110100101110001011000110100100101100011110001000110010010010100011011100000101000100001001000011110110110110111,-6348.33,26.0262
269,1.0,333,10001010100111000001010100101100100110010001100110111111011111000110111100010000111001101110001001001111101110000100110000010001000011110010011111001001111111101000010001110100011010101001001011111111000100011110101000011000111100001001001001110110100001001011100100111,-6400.05,39.4613
270,1.0,333,101011001001001010000111111101110100100111111011010010010010110100101011010100011010101001101111111110101011000100100100000001101000000111111100111110111011110011000001001100100001010111001111000101010100010001101001111000011101001111010010001110001000011001110011000100,-6400.05,29.0062
271,1.0,333,0111010101101001110010001001111010100110000101000011000010000100000001110010010001010111111100000001010001101010101001011011100000111010010100110101001010111111000101101100101100110010001010010001100100110000100101000001010001010111000111111000100101111111100001101011111,-6443.03,25.9315
272,1.0,333,11001000100101100000011001100110000111010111101101011110111101001101111101010011100011111000101010110010111010011100110110100001101000110000110111001001111011001101100011010010101000101001000010110101100100111111001101001011111100101110101001110110000101000101000001000111,-6491.08,26.1335
273,1.0,333,110110001011110011110010000000010101100101001110011000101000111011111001010110100100110010111010110110101010000101101101100000111100111010111001011010100100101011111010100001001000000101010010111111101010010101111011010010000011100110101001010111111001011101110000001010011,-6530.03,26.5166
274,1.0,333,0101101101001011100011010010100100110111111101111010101000101010000100110011010011110111010101101001000111011010101011000010011111011111000101111110010001111111101010010101001110001110101100000100011001000000101111111110101000011011111011001100101101110010111001110100000001,-6550.29,26.4927
275,1.0,333,11110100000110100101000100111100110111100111010110110110000110101001111010010010111000111101100011010010010101101000110000110000000011101101010100111110001001110000110000001000100100001001011000010010110100100011101011100110000000111100100110111001010010011111001011011110010,-6550.29,27.0807
276,1.0,333,011001100010010100011000110110011110011001001001001100010000110101000100000001110011110111000100100100001010011111000110110110111000011110111001101100111011000100000100000111101001110010011111100111100101001100010010011000101000100001101101110100111000110110001100101001011110,-6599.36,26.9401
277,1.0,333,1000000101100101110001000100100110000010110110011011101110101110110000010010001000101110010000001001000110100111101001101001010101010100001100010111010111100011000011110001111100100110101000101010111110001001110011101111001010111110010110001100010110100100110011001011000100110,-6599.36,27.0347
278,1.0,333,10001001111101001100010001001001100010111101100110111011001111011100000100100010101010100100000010010011101001011011011010010101010101000011000101110101111000110000111100000111010001111010001010101111100010011100011011110010101111110011000010000010101010101101010000101001110110,-6599.36,27.4063
279,1.0,333,111011000001100010100110001101001100111100001000110111000110101001111011011110111100100010101100001011110000011000000110101110110010100101111100100011011000100101101100110101011111010000111111001111111010110010111001111110000000010000000010110001110101111100011011011001011101110,-6666.58,27.6216
280,1.0,333,1110110000011000101001100011010011001111000010001101110001101110001110010110101111001000101011010010111100000110000001101011101000101001011111011000111100001101011011001101010111110101001111110011111110101000101110010111100000000100000000101100011101011111000111010111010001111110,-6691.93,27.8624
281,1.0,333,00001001011111000100101000000101001111011000101101100100000100100110011011010110110110000000100001111110001011100010100011101111110111101111101100100111011100101100001101010000101000101001100101101110001101110100111110101110100111101101010101110011011010000101100100111001110111010,-6691.93,28.0892
282,1.0,333,101011011111010001000001111010110000001100111011001001001001110011000000000100100011000110011010000011000011010011000101010001010000010110110011001110100001100111000011101011101101010110010011100011000110110100000001110000111010011101011010000011101010001001001101100000110011010101,-6694.44,28.5013
283,1.0,333,0010111000010110010011011100100011100111101010001010111000111011100001100010011010100011010101110000100010110010100101010001101111110010011111011001111000000101111011000110111111110110001011001010111000101000101001000100011110010011110111110101111010010001000000101100110011010011001,-6756.26,28.4382
284,1.0,333,11010001111110001110001000110101000101100100001011110100000011110111100111011000010110001010000011110101010011010110101011100100001011111100101101100110011110000011001101000100010011000100001111010110111111110001101101110000010011000111100000100111011011001010110100110000110111010000,-6788.24,28.5295
285,1.0,333,001000101011001010101101111100100111010001111010111010111010010001001101001111000010100100001110100011001111011000001001110011111111011110101001010110100110101011000001011001000000101100111110101110011001011001001111110111000111011011110101110010011100111110100111010100010001000001111,-6794.4,29.085
286,1.0,333,0101010010100111011010011110001101100010101101110100001000000111010001000001110110001110010111000111110100110010010100111000100101110011011100011010000100100001110010100010000100110001111000001100110010100001110101011001101011100111100101000110001110000101110100100001011011110101100101,-6794.4,30.1548
287,1.0,333,01001000000010011101101100011000111111011101110110100111110100100011101111010100111010110111000001100110011100011010111001110010110111010110111011111001110001100010011001011100010001001000001000010010100110001111111101100010011011110000011011100101010110000011001010100100011000011101001,-6794.4,2028.9943
288,1.0,333,011000111100000111101100110100001111111011000110111111001110110001100100111011101010011110010110001100101110111110001010011110101100000000011110111111001111010011010110011101000100100011110001000100111111000010011010010101111000000100101001010111010010101010010110010100110001011110101101,-6794.4,32.7826
289,1.0,333,1101011111100101011100100110011000001100110101110100011011011110011000001111101000111011111001000011001111001011001000101000001000000010011000101010100110111001100000100101011111011001100101000100000100010011110110101111010111000001111100001001110010101010101111010101010111101101100101111,-6835.78,29.7687
290,1.0,333,01101000100100101001110101011001111100110010000010111000001001011100110100010101100001000001101011001100001111101101110101111100111101011101010101010110010000100111110110101000001001100110100111111110011010000011010100001010101111100000111100100011010111010100001010010011000001010010110001,-6835.78,30.094
291,1.0,333,000111101000011101001001110010011110100110100101100000001100110011001100000101011000000100011010100111100011101011010101011110001111000101010110110001110000000111010100101110011011100010111001011010100001100110101100011110001000101001100110101000010001101101011010100001110001100010100110000,-6835.78,30.5941
292,1.0,333,1100000101111000101001101011001000010110010100110110111100110011001100111110100001111110111011010110010111000101001010101000011100001110111010010011100011111110001010110100010000000111110001001001010101100110010100111000011101110101100110010101111011100100101001010111101001110111101101010111,-6835.78,30.8734
293,1.0,333,00110110000010010100101010000101011011001001111001010011110001001111110011010110011010110111000001100010110010010000010011000010111110110110111110101011100110011000101000010011011110000011000001000011010100101010110011011111001000011011011011001000100010011011000101110100001111000001100000011,-6835.78,31.5143
294,1.0,333,100000110110001111000100111110101001001001111100100111100011110101001101001000011001111011001101011010011000110001011101001101011000001110110000111000010101101011010101111001010010101000100110000111010110110001101010111101001001101111010011010011100111010101010110010010111101111010000001001000,-6863.48,31.0534
295,1.0,333,1110100111110110101001011111111010010011011010011010110000111111010000010011101110010100100001101001100100111110111110110011110000000100100100000101010001100010011101011110111010000111110011111111110010101001010100110010000011111110010010010011011101110100010011101000100101110001111010110010100,-6863.48,32.6791
296,1.0,333,01100000101100101111110001111001011111000010001110001000101010110001001100011101000010010000100001111111000001100000101100101110011101001110101011100100011011101111001100110001000001111101100110111010100010100001010011110110000000111111000111011011000011000000111001001011111010010111110000010100,-6929.72,31.6155
297,1.0,333,001010011111100000111100000000110111001110111010011110011110011010011101100111011101100000100110101101010000010100111111101001101001110101010010001100110101010110000001011000111010000100101011101101001101000010100100001010101000110001100110110011010010101011010010000101011101010010011001011101110,-7002.92,31.4035
298,1.0,333,1011011101100011000100000110111000000110101011101001010000011101110111001010001100011100100011010111110010000000000101010010001010000001011010010100110110011001011110100010011000111000001011011110110110101110101010110111011000101011011101100100111001100011010110000001011100100010110110010111111000,-7013.09,31.6364
299,1.0,333,00011110000000110110100111001101111010011010010010010100100001011100010000011111100000010001001011001010001110001101000101111000011100010101011111000111001000011101110010111111110110000011100101101010000110001010110001011010101001100010100011100110000110110101001011010100101111000000011010011111000,-7083.8,32.0485
300,1.0,333,101101110100100101000010100000001000110011011100011100111101111011111000111100000111101111111100011001111110110100110110100100101000100000101111111010010001000110001100110100010111110101010100010000100001101011001010111011111010001011011110110111001011011011110010001111100011100001011001101010100100,-7162.02,32.9344
301,1.0,333,1100100111110010111000011111110001010011101010101001010010010011100100110011101110010100100001101001100100011110011110110010100011000010010110111110010001101100010110000010111111000001110111110111101111101000111100111101100111100000100110000011001001101101000001111100010000111101100000010010001110100,-7178.39,33.2809
302,1.0,333,00110110000111000000111010000101101001100101100001111011101010010010111011010110011011100111100000110000111000011001010011010111101111111011011000011010100101111000010111000010011110101011001010000011011000110100110000101100000001100110001101001111110100101110110000111011011100001011100010011111001010,-7265.12,32.8482
303,1.0,333,000111101001110000001110100000111010011101010000010110110010010111101100110001000110111001111001011001001110001100000100110101100011110110100100001110100001000110100111110010000101101010110000000001010010011100001100000100100101101100001111000011111101100011101111101010111011001011010100011110110100011,-7291.53,38.3576
304,1.0,333,1011110111001111000100000100010100001011101111100111000000010101010010000010001111010001100111111001101110000010011001011000100000000111010001010101001100001011110000100011101000110100100011011010111101101101101010010010110000101101101101100000111111100111100110111100111111000010111010110011100101100101,-7291.53,34.77
305,1.0,333,01000010100110001100111110011000101101000100100110001111111010101011111111010100011011100111100001100100011111111001111001110111101110001010111110101100110101000011110111000101101011110111000001010010100010100101011011010011110100101100100110110000000100000110010000110010000111010101001001010110001111010,-7340.18,33.567
306,1.0,333,000000000011010011111111001110000111000000011010101110011010111111100101110011000010110000100001011001000101010111001010011011010111100011100011100110000111000010110001100000010110001101111001001100111100111101000110011001110100011101100101111101110000011000101111001000000000101101100010100010111110101010,-7340.18,33.7457
307,1.0,333,0100101101111110100010101011110100110111101010100011010000010100000011001101010011101010011011111110010000000000101111001100001110011110000110010110111101001101001100000010101011001011110001101010101010101111101100001110001000110100000010000001011101101111011011101011101100111011101000111100101001010011101,-7409.4,33.8777
308,1.0,333,11110100001010110101000000100111110010000011011111000011010010100010111011110001010111000110100111010111101000000100010000110100110111001010100011001010100010011110011100110010001101111011100010100101000001100001010110101110010110000011011011010101000011001001100000101110110011010011110100000101101111010001,-7409.4,34.6931
309,1.0,333,000101000011101000101001101000111010001011100001010101111100000101110111111011101100101010001110110000001011110001110000001100000010111000100010011111010010110111001110111000001101001011111001000001011110000010101101000010001101000010100010001110011101101110100111001100010011111111110001001011101100110101010,-7409.4,34.4093
310,1.0,333,1011010111110100011101000010110001000100000010110001110000100110011100110101100000011000010000111001010100000010101100100000111111111010111100111100011110100011110110011010001010010001100101000110001111001111010000100100101001000110101010111101101100101010001001000100001110000101000111100001101110101000011100,-7409.4,34.9581
2,0.5,333,01,-100.0,0.002
2,1.0,333,01,-100.0,0.003
3,0.5,333,101,-100.0,0.006
3,1.0,333,101,-100.0,0.004
4,0.5,333,0111,-147.85,0.004
4,1.0,333,0011,-147.85,0.004
5,0.5,333,01110,-71.29,0.0041
5,1.0,333,11000,-147.85,0.0046
6,0.5,333,000001,-20.46,0.0056
6,1.0,333,001110,-147.85,0.005
7,0.5,333,1000000,-22.91,0.0091
7,1.0,333,1101001,-147.85,0.007
8,0.5,333,11001110,-13.85,0.007
8,1.0,333,10001001,-147.85,0.008
9,0.5,333,001001000,-188.72,0.015
9,1.0,333,111101110,-147.85,0.0079
10,0.5,333,1110111011,-121.02,0.018
10,1.0,333,1111011100,-147.85,0.0169
11,0.5,333,00011000010,-216.08,0.019
11,1.0,333,11110111001,-189.16,0.0109
12,0.5,333,101001011111,-294.16,0.023
12,1.0,333,001011011010,-189.16,0.0232
13,0.5,333,1110111111100,-297.77,0.025
13,1.0,333,1111011101101,-189.16,0.013
14,0.5,333,11001101101011,-364.49,0.0315
14,1.0,333,00111110110111,-189.16,0.014
15,0.5,333,110101011111111,-539.22,0.0305
15,1.0,333,001111101110111,-189.16,0.016
16,0.5,333,1110100111111111,-351.13,0.036
16,1.0,333,0010110110011101,-189.16,0.0192
17,0.5,333,11111101111110101,-500.01,0.0418
17,1.0,333,00110110011101101,-189.16,0.0211
18,0.5,333,111010000111011110,-523.2,0.045
18,1.0,333,110000011000010010,-253.06,0.022
19,0.5,333,1011110010000111010,-558.2,0.0515
19,1.0,333,1100000110000101001,-253.06,0.0267
20,0.5,333,11011111101111101011,-652.06,0.1375
20,1.0,333,00010101111110111100,-340.43,0.028
21,0.5,333,111101111110010111101,-917.31,0.0636
21,1.0,333,111010100010011000110,-406.37,0.0295
22,0.5,333,0101010100111100001110,-918.32,0.0645
22,1.0,333,0011100111111100011100,-450.72,0.0337
23,0.5,333,10000001110010011011010,-1251.06,0.071
23,1.0,333,10000000110010101010101,-450.72,0.038
24,0.5,333,000001000100111100101001,-1665.1,0.1205
24,1.0,333,011111110011010111001011,-450.72,0.0425
25,0.5,333,1110101000111111011100100,-1374.31,0.0985
25,1.0,333,0111100100111101111010100,-450.72,0.043
26,0.5,333,11011110000001100101111111,-1194.02,0.121
26,1.0,333,00000110100000001110111011,-450.72,0.0422
27,0.5,333,100011110010101101100111100,-1418.19,0.1075
27,1.0,333,010001101100001111101110111,-450.72,0.1235
28,0.5,333,1111001001100110110010101011,-1281.4,0.1378
28,1.0,333,0011100101111101011011010101,-450.72,0.0546
29,0.5,333,10101111111111111100110100011,-1918.6,0.134
29,1.0,333,11000110100000101001011010100,-549.86,0.0578
30,0.5,333,110100000011111100100111100010,-1800.79,0.183
30,1.0,333,001110010111110101101001010111,-549.86,0.0663
31,0.5,333,0011001000110100100110101001000,-1910.51,0.1642
31,1.0,333,0011100101111101011011100101110,-625.98,0.062
32,0.5,333,00100100101000010000101100101010,-1810.77,0.256
32,1.0,333,11100100011100110110100100110000,-625.98,0.0682
33,0.5,333,101101110010110110011110010011111,-2576.15,0.1821
33,1.0,333,110110101100000010001100110011111,-625.98,0.0745
34,0.5,333,0000111101011001101000111010110001,-2270.75,0.2211
34,1.0,333,0001111111110101100101111111111010,-643.04,0.073
35,0.5,333,00000010000010010110000011101101101,-2460.84,0.2331
35,1.0,333,00110001001101001111011010100110100,-683.72,0.0885
36,0.5,333,001110001011000100101001101110010010,-2914.97,0.2862
36,1.0,333,000110101000100010010110111001100111,-683.72,0.0875
37,0.5,333,1011101101101110100010011101110100010,-3288.17,0.2586
37,1.0,333,0101101001000000100101010100111101111,-683.72,0.0965
38,0.5,333,11001011010100010111001011101001010110,-3096.71,0.3604
38,1.0,333,10011011111101001001011001100111001011,-689.23,0.1035
39,0.5,333,001000110110101110001000000111010101100,-3001.15,0.4296
39,1.0,333,100110111111010010010110011001110010011,-702.81,0.1027
40,0.5,333,0001001101101110010001011000100100011001,-3271.06,0.366
40,1.0,333,1110000101101110011110101000000001001001,-702.81,0.1046
41,0.5,333,01111001110100001011000111101110001111110,-3625.52,0.3867
41,1.0,333,11001011111101001001001011101110100011000,-702.81,0.1146
42,0.5,333,111110111101101011100101010010100110011001,-2985.48,0.5305
42,1.0,333,110010010100010000010010010001001000000001,-702.81,0.1242
43,0.5,333,0010001110001010011000101011110111001011011,-3215.62,0.3216
43,1.0,333,0011010000111001011101000001110101010011101,-702.81,0.1196
44,0.5,333,01101001101101011000001010100011110111000001,-3611.73,0.3698
44,1.0,333,00110100001110010111110000010101110101101011,-786.93,0.1425
45,0.5,333,111100111101011000011111111110101011101011000,-3536.09,6.2931
45,1.0,333,110000000001010000011000101010000100011000011,-883.59,0.1495
46,0.5,333,1010011001011001101101011000011001111010001110,-3731.53,2.4203
46,1.0,333,1100000000010100000110001010100001000110001010,-978.91,0.1629
47,0.5,333,00001100111011011100010110000000010111001010111,-4302.58,0.5823
47,1.0,333,00010111111100111101011100010111101110011100000,-978.91,0.1681
48,0.5,333,110110010010011100000101010101011100011000101111,-4532.0,2.4641
48,1.0,333,100101111111000011010111100000001110110101010000,-1040.4,0.1725
49,0.5,333,0100101010111010000000100000101011111100100010101,-4761.82,2.4743
49,1.0,333,0110100000001111001010000111111100010010001101111,-1113.67,0.1944
50,0.5,333,10100110010001110110000101000000010010011100111001,-4660.22,0.865
50,1.0,333,11101000000011001010100011000000010010011011101110,-1116.93,0.186
51,0.5,333,010101000001001001010111100000110111000011111001001,-4921.77,2.8374
51,1.0,333,000101111111001101010111001111111011101111011001000,-1159.81,0.18792
2,0.0,333,01,-100.0,0.0488
2,0.0,222,01,-100.0,0.005
3,0.0,333,011,-147.85,0.0031
4,0.0,333,0110,-55.5,0.008
