n,sparsity,seed,solution_most,value_most,solution_lowest,value_lowest,annealer_tte
229,1.0,111,0001011101001101000110001110000101100010101101111000100111100111100110001001001101001110000110001111111000010100111110001110001111110100011100100010101001110001011011011111101101100010110010100100101110011100010001000011110001000,-5879.63,0001011101001101000110001110000101100010101101111000100111100111100110001001001101001110000110001111111000010100111110001110001111110100011100100010101001110001011011011111101101100010110010100100101110011100010001000011110001000,-5879.63,7.1951
230,1.0,111,10001101010001101011010011110010010110001010011100010110110011011111110100011110000010110111111000111111000100010010001100001110110111011001001010101110000000000000010011011000101100001011010110001000000111001000010100001010001000,-5922.54,10001101010001101011010011110010010110001010011100010110110011011111110100011110000010110111111000111111000100010010001100001110110111011001001010101110000000000000010011011000101100001011010110001000000111001000010100001010001000,-5922.54,7.9801
231,1.0,111,111001010011100010000010000010000110011101000100111011100010100000101010100000100011010110101000010000011001110010110100010101010000001001100011110100010000100001110010011000001100110110000000110101010100011111111101010101100001110,-5914.27,111001010011100010000010000010000110011101000100111011100010100000101010100000100011010110101000010000011001110010110100010101010000001001100011110100010000100001110010011000001100110110000000110101010100011111111101010101100001110,-5914.27,8.2564
232,1.0,111,1101111101010110001110010100010001111100001111101001000010000010001000000101010000011111111011110010101100011111100001010101011001011001111000010001101111001010110100001010101001100110001111001100001001101100111100011010100101000100,-5982.3,1101111101010110001110010100010001111100001111101001000010000010001000000101010000011111111011110010101100011111100001010101011001011001111000010001101111001010110100001010101001100110001111001100001001101100111100011010100101000100,-5982.3,7.6959
233,1.0,111,01000111110101101111000001001000011011010110111010101001110010101010010011011110000111101001101101101011100111110010010101011010011100011110001100110001110001111101010111111011000001111011111100010011001101001011011000100010101000100,-6005.97,01000111110101101111000001001000011011010110111010101001110010101010010011011110000111101001101101101011100111110010010101011010011100011110001100110001110001111101010111111011000001111011111100010011001101001011011000100010101000100,-6005.97,7.2597
234,1.0,111,011110010101100001101011001100111100000010111011000110111111011000010011100001100100110111011100100100110100110100111100100000100100010101000001100011000001110111011010011111110111111000110000111001011110101110011000110000010100101011,-5988.85,011110010101100001101011001100111100000010111011000110111111011000010011100001100100110111011100100100110100110100111100100000100100010101000001100011000001110111011010011111110111111000110000111001011110101110011000110000010100101011,-5988.85,7.6516
235,1.0,111,0011110100101001111011111100100101010001111101010101111101100111110110110001101000110111010001010110110010110001001110101001000000110011011111011110001010011110000111000011000001101010100011100001010010000001011100100100001011000000001,-5989.33,0011110100101001111011111100100101010001111101010101111101100111110110110001101000110111010001010110110010110001001110101001000000110011011111011110001010011110000111000011000001101010100011100001010010000001011100100100001011000000001,-5989.33,8.0202
236,1.0,111,10100001110000100000110101001001011111111110001111100111000100101110011111011110111100110001101100011011010010101010000011011100110010111010101111100011000111001110100110110010001011111000010001011011011000011010001101110100111101110110,-5953.61,10100001110000100000110101001001011111111110001111100111000100101110011111011110111100110001101100011011010010101010000011011100110010111010101111100011000111001110100110110010001011111000010001011011011000011010001101110100111101110110,-5953.61,7.3647
237,1.0,111,111100000011100100001001111100111000011100011100000000111111001010010111110100110101111100101000011011000100011010011010110010101001010001010101101001001011111111101110101100010001101000010111101110000010011111011101010001011111010110111,-6037.49,111100000011100100001001111100111000011100011100000000111111001010010111110100110101111100101000011011000100011010011010110010101001010001010101101001001011111111101110101100010001101000010111101110000010011111011101010001011111010110111,-6037.49,12.843
238,1.0,111,1101000111111101110100011111011100000011001110110000011011101010000101011101000111110010000110011011111000100111010100000001101010010101000110000111011000111001001010011001101000010110000010000001100001100110011001010001111110111111111011,-6043.89,1101000111111101110100011111011100000011001110110000011011101010000101011101000111110010000110011011111000100111010100000001101010010101000110000111011000111001001010011001101000010110000010000001100001100110011001010001111110111111111011,-6043.89,7.9445
239,1.0,111,00101110110000101110111100010100111011011110001111101000000010110110001010100101110111000110111011010000101110011000110111100100011110111101101110100011111011001101011001100001110111110111111100111101101101011000110011111011001100011101101,-6117.25,00101110110000101110111100010100111011011110001111101000000010110110001010100101110111000110111011010000101110011000110111100100011110111101101110100011111011001101011001100001110111110111111100111101101101011000110011111011001100011101101,-6117.25,9.5763
240,1.0,111,001111100011001000001011100100101011100111110111101110001001100110001010001000100001110001100110000000001101010110101101110100100010000110001111001001011100111111110111011010001111110111111111011111011100001111001110111011010001000000011011,-6110.69,001111100011001000001011100100101011100111110111101110001001100110001010001000100001110001100110000000001101010110101101110100100010000110001111001001011100111111110111011010001111110111111111011111011100001111001110111011010001000000011011,-6110.69,8.5639
241,1.0,111,1000111100110110111101000110111010001101011000100000000100001011111010001101000001010110111101111011101110111010010011110111101100100100101111001010010010000000000101011000111001000100101011111011101111000110111011110101001000100010111000011,-6095.94,1000111100110110111101000110111010001101011000100000000100001011111010001101000001010110111101111011101110111010010011110111101100100100101111001010010010000000000101011000111001000100101011111011101111000110111011110101001000100010111000011,-6095.94,8.036
242,1.0,111,10101101010110011101100011011101011100101000001111101010010101100011001000011101000010110110110011010100110101100011001111001000001011100000010000111001010101110011111100110001110110011001110111000010001011110010111100010111010111111100001001,-6081.03,10101101010110011101100011011101011100101000001111101010010101100011001000011101000010110110110011010100110101100011001111001000001011100000010000111001010101110011111100110001110110011001110111000010001011110010111100010111010111111100001001,-6081.03,8.7801
243,1.0,111,101010010011001101000101100111101110110010000011110011000011001111110010001000010010110111111110100101010100000001101101110000110010010011010110101111111000101101100001001110000101111001000001011000001101101110101111101111011100111011100000011,-6080.2,101010010011001101000101100111101110110010000011110011000011001111110010001000010010110111111110100101010100000001101101110000110010010011010110101111111000101101100001001110000101111001000001011000001101101110101111101111011100111011100000011,-6080.2,7.8155
