n,sparsity,seed,solution_most,value_most,solution_lowest,value_lowest,annealer_tte
157,0.0,111,1000001011111111011100101110111111010011101001110011001111101101010111010101111001011001100011001011110000001101101001111011100111110101111100100101110001011,-39594.19,1011001010011111001000111011111011111000100110110010011001101101010111111001110001001001000000101010110101000101111011111011101111110101110101101101100000011,-39919.03,670.8274
157,0.5,111,1010000001011100110010011000010010010110001000001011001010001100010110111010000001101010111001011110000010000111111111000111000110011000110110010110100101000,-28313.86,1010100000011100110010011000010010010110100101011011001010000000011001011011000000001010111000011010000010000101111011000001011100111100010101010110000101000,-29123.48,163.8651
157,1.0,111,0010010111100010011011001000011011011101100000010111010100010101110001101101110010001100000000101110110000110001111000100101010000011111111100111110101111101,-3947.64,0010010111100010011011001000011011011101100000010111010100010101110001101101110010001100000000101110110000110001111000100101010000011111111100111110101111101,-3947.64,6.1399
158,0.0,111,10001001010101011100011011010010111111011100101011001111100100101100100011010011011000111001110101100001010110000001000110001011011010000101101101110010011111,-39033.6,11100011000100011100011110010001110011110001110110011011110101111100100011111011111100011000011101010110100010000000101000011010000111000101011101100010111110,-40499.87,301.3837
158,0.5,111,11100110101000110011000000101101000101011000010011111101001010110111011001000110011111010101101101110000000011001111001101101110000001010001011010111111111001,-27048.36,10000010011100010011010110111111010001010000010000110010000011110001110100011100111101110001100100011010100111011111001101111110011111001001010111111100000010,-28031.2,289.0108
158,1.0,111,10111010011100100110000110000110110011111101011001001000000001101011101000110101001010010110111100011100010000100010110110011011001101011110000110111000000110,-4018.11,10111010011100100110000110000110110011111101011001001000000001101011101000110101001010010110111100011100010000100010110110011011001101011110000110111000000110,-4018.11,7.6029
159,0.0,111,011010001110000000110110001000001010100011101101010100111010000110011000110101101010001100011110100001001101101110101000100100000000000010101101111000001111010,-41462.75,001011101010000000110001011000101010000001111100011100101010011010010001110000001010011110011111101010001101001110101111110100101010011010001001101110000111110,-43531.73,721.8879
159,0.5,111,111101110010111101011100111001100100111100000101100001110111110000110101011110000011000100101000011011001111111111011011111101001101100011001011111000000000101,-27467.97,101101110110001111111000000001000100110100100101110011111111111000110011011110010011010101101000100110001111011011110101111110001101100111100011111001110000101,-27518.08,207.0665
159,1.0,111,110101011010110101111110100110110100010100111110001101100101001001001000110011111100000100110000001011111011001010110001101011011110100101001000011100010110011,-4019.77,110101011010110101111110100110110100010100111110001101100101001001001000110011111100000100110000001011111011001010110001101011011110100101001000011100010110011,-4019.77,6.517
160,0.0,111,0111001101100000110100011101111110110011110110101101101101000001010100101111100100110100000010111110010001111011000011110111101111111101111011000101000001110101,-42132.52,0100110110100000001011010111001000100110000001100110100000000111011110111000110110110111001001000000111011111000111111101100000010110111000101111100010010101001,-43293.32,285.1488
160,0.5,111,0000101110011101101101110011101100001011111010011111100000001101011010011010111011011010100111110001101000100000000010000111001011010011110001100000110110110110,-28285.45,0110000110010001110010010000100011100101111110111000000100000111010110010101101100010010000010001110010101010010010011001010010000111100100101001010111110011001,-28792.22,174.9497
160,1.0,111,0010101011000011100000010110110010101101110000011101110010110101101111110101000100110111111001111101000100101100011011100100001010011100101110010000010011001101,-4083.63,0010101011000011100000010110110010101101110000011101110010110101101111110101000100110111111001111101000100101100011011100100001010011100101110010000010011001101,-4083.63,6.4112
161,0.0,111,00101001010111010000111011000010100001001000001011001111000110011010111111101111101111111010000000101011110100110100010101000110000010011110011101110111100010011,-44188.32,10001000000111001101010110010100110100100101100011111001011101111111100010100111100000110100110000111010110000001100001101111101001001011101101011100000001111001,-44602.31,536.2387
161,0.5,111,01110001001010101100001000011001000000010000001001101110001000010011110101001110011001100010100011110011111010001101101011111001000101001000111110100000011001000,-27715.71,10001110110101010011110111101010111110101001011100010001010101000000001010110000100110011001011110101100000100110011010100000100011011111011000001011111100110010,-28891.42,87.9148
161,1.0,111,11010100001011000111110111001011010100000101111100100010011000000010100111001010101011111010000110101111011100010001100111000110111100010111100000111001000100000,-4066.4,11010100001011000111110111001011010100000101111100100010011000000010100111001010101011111010000110101111011100010001100111000110111100010111100000111001000100000,-4066.4,6.5073
162,0.0,111,000110010101001101100110101101110011100100001110010010111110101110110011000100001010100001001000000010111110011110111101110001111010000000011101010101010001111010,-43207.79,000110010101001101100110101101110011100100001110010010111110101110110011000100001010100001001000000010111110011110111101110001111010000000011101010101010001111010,-43207.79,266.7434
162,0.5,111,001111111111111011100111011010100101011101101010001000111100100111101111111110000010111100100111000100111001110100010011101001111110110101110001100100101110100011,-26791.34,101111010111111010000011101011110101100000101011001111111011100110100011111110001111111001100100100000111011011110111001001010110100110001111100101110001111000111,-28345.61,275.489
162,1.0,111,101100001101001011111110000111001111101010110101110101011011100011101010000101001000000110000010100000111000110000100001011011100011001111110000010110000000001110,-4071.6,101100001101001011111110000111001111101010110101110101011011100011101010000101001000000110000010100000111000110000100001011011100011001111110000010110000000001110,-4071.6,6.4878
163,0.0,111,1000110100100100000110100011101111101111000110101100101111101111011101000110110000011111011010101010111000000010101100011110001111110001010110111111111100110101000,-43329.01,1000110100100100000110100011101111101111000110101100101111101111011101000110110000011111011010101010111000000010101100011110001111110001010110111111111100110101000,-43329.01,829.4749
163,0.5,111,0111001001100011110101101100101011000110110101001100110111100111111010000001111110101001000100101100010100111100101110100100001000000100111011000111010000011101101,-30015.54,0111001000100010110001001100101010000110110111001100100111100111011010000001101001101001000110110010010000110011101100100100010001000110101011000111010001101101101,-30524.39,265.6525
163,1.0,111,0110100101111001001111101110011100000000110011100110101001000111001101111110100011111110011111000110010001000000111111100011000110111101010001101000101111100100001,-4063.39,0110100101111001001111101110011100000000110011100110101001000111001101111110100011111110011111000110010001000000111111100011000110111101010001101000101111100100001,-4063.39,6.9313
164,0.5,111,10100011000101110000011100010010100101111001101000101001001011000001000011001111011001110010101110110001000010111101001111000111011001110011101001111100001100010101,-31672.05,10100011000101110000011100010010100101111001101000101001001011000001000011001111011001110010101110110001000010111101001111000111011001110011101001111100001100010101,-31672.05,143.1937
164,1.0,111,10011010000001111111010100000000111010100001001010011000001100011101010101101110000100001111111010010010001011110100010111010111100000001101110111111000111011001010,-4162.87,10011010000001111111010100000000111010100001001010011000001100011101010101101110000100001111111010010010001011110100010111010111100000001101110111111000111011001010,-4162.87,6.5882
165,0.5,111,110011000110100010011011000100011000000011001001011000010101110111000010000010100111000001000001001000001110000001010001110001111111010100100010111101100001001111000,-28209.78,110011011100010110110001011011001100100011011000011011000100100110010101010010101111101001000000001101001111000101100011000001001100111110111001111100000000001111101,-30212.24,76.5779
165,1.0,111,001010100110100000011100100101110000001000001010011010010100010100100011011110000010110111101100000101001010000011111000010100111111100000111111110011011110001110001,-4198.87,001010100110100000011100100101110000001000001010011010010100010100100011011110000010110111101100000101001010000011111000010100111111100000111111110011011110001110001,-4198.87,7.0632
166,0.5,111,1001010101000111111000100000101110000010000000100110111011010110110000001001101101100111001011011110100010101100000100010011001111000111011111010100100000011011100010,-31026.37,1001010101000111111000100000101110000010000000100110111011010110110000001001101101100111001011011110100010101100000100010011001111000111011111010100100000011011100010,-31026.37,100.2061
166,1.0,111,0110001001101001000111011111011000010000001010110111001101011101011001101110010000110111101010000001010111100000111110100101101101111100011001011110110101100110101100,-4218.37,0110001001101001000111011111011000010000001010110111001101011101011001101110010000110111101010000001010111100000111110100101101101111100011001011110110101100110101100,-4218.37,6.3005
167,0.5,111,00110010010111001100100111001011111010011101000100100111001000001000000110100100011001011011011111000010000110101001101100100111100001101010010110111001110100111100001,-31425.96,00110010010111001100100111001011111010011101000100100111001000001000000110100100011001011011011111000010000110101001101100100111100001101010010110111001110100111100001,-31425.96,387.5636
167,1.0,111,11011101100001101110001000010000111111010101010010011011101100111000000101111011110010010110111111101010111111110100001110110101100010011111010010010010011000100100000,-4221.88,11011101100001101110001000010000111111010101010010011011101100111000000101111011110010010110111111101010111111110100001110110101100010011111010010010010011000100100000,-4221.88,7.7981
168,0.5,111,011111101101010110101101110100101100100100101001111001110010100101010001010000001000011101100101100001001000100000000001010001011101000011110110011100011111000111110000,-32515.66,011111101101010110101101110100101100100100101001111001110010100101010001010000001000011101100101100001001000100000000001010001011101000011110110011100011111000111110000,-32515.66,1028.6448
168,1.0,111,010100001000011111010100010000001111111101010101100101111011001110110101101100101100101100111011101000111110111110001101110111101010000111111100100001100011010000010011,-4249.45,010100001000011111010100010000001111111101010101100101111011001110110101101100101100101100111011101000111110111110001101110111101010000111111100100001100011010000010011,-4249.45,15.2307
169,1.0,111,1011101001010011011011110101110010101111101100101100110000001110000010101100100000011110110001111001001000001111001000000110001001010010111010110101001000000110111011010,-4318.33,1011101001010011011011110101110010101111101100101100110000001110000010101100100000011110110001111001001000001111001000000110001001010010111010110101001000000110111011010,-4318.33,7.8021
170,1.0,111,11010100001011000111001010001001001101011111101110001010000010110111010101000111111110010111100010001101111100000101100000101010100100010111100001110000111110011010100000,-4312.44,11010100001011000111001010001001001101011111101110001010000010110111010101000111111110010111100010001101111100000101100000101010100100010111100001110000111110011010100000,-4312.44,6.8881
171,1.0,111,010001110001110110110000001000000011011100000111101110110101001011111100001101110011110011100001001100110001101011111110000101000000010000001100110000111101010000101000100,-4378.98,010001110001110110110000001000000011011100000111101110110101001011111100001101110011110011100001001100110001101011111110000101000000010000001100110000111101010000101000100,-4378.98,7.4966
172,1.0,111,1000100110010110101001100011101011011010010000100011000001111010101100001010011110100101000101110101001010001100111011001010110111001100110101100001100101101011010101010010,-4382.66,1000100110010110101001100011101011011010010000100011000001111010101100001010011110100101000101110101001010001100111011001010110111001100110101100001100101101011010101010010,-4382.66,6.2142
173,1.0,111,01000100101101100010001110100110110011010110100100001110101011100000100100001100111101010111001010000101100101100110110110110110011101001100011011000000010000000100101110001,-4448.9,01000100101101100010001110100110110011010110100100001110101011100000100100001100111101010111001010000101100101100110110110110110011101001100011011000000010000000100101110001,-4448.9,6.8328
174,1.0,111,100001011001110000010001000000010110000001100000101111000111110101001000110000111011110111010001111000101001100111111100100111010101100101001101111111110010100110100000001010,-4465.71,100001011001110000010001000000010110000001100000101111000111110101001000110000111011110111010001111000101001100111111100100111010101100101001101111111110010100110100000001010,-4465.71,6.2519
175,1.0,111,1101000010111101010001001111001101110010110100111010111011110101000010000001011011100011110100000000111110000100011111111101101001010100001111011111110100101100011010100011001,-4480.58,1101000010111101010001001111001101110010110100111010111011110101000010000001011011100011110100000000111110000100011111111101101001010100001111011111110100101100011010100011001,-4480.58,7.3526
176,1.0,111,01110110010000101111101001010110100110001001111001101111010000011010001100011101011010101101101100001001111111011110101101101011010100111111001010101001100010000000110111101011,-4572.91,01110110010000101111101001010110100110001001111001101111010000011010001100011101011010101101101100001001111111011110101101101011010100111111001010101001100010000000110111101011,-4572.91,8.6175
177,1.0,111,100011100000011110000001010110111000100010001101000100011000001110110101100101110101111010011110100010010111110101001111100101100111100111111011001111001011110111010001101001100,-4572.46,100011100000011110000001010110111000100010001101000100011000001110110101100101110101111010011110100010010111110101001111100101100111100111111011001111001011110111010001101001100,-4572.46,9.4517
178,1.0,111,0001110110100111010100101001101011001010101100000010000001100111001011001000011011011101101011101111010011110111101001111010000101011001110001010110111111101101100100010011111011,-4617.08,0001110110100111010100101001101011001010101100000010000001100111001011001000011011011101101011101111010011110111101001111010000101011001110001010110111111101101100100010011111011,-4617.08,12.688
179,1.0,111,10011111001101100100010110101010110010100101111100011000000101011011000000101110000011011100011011110111100101101010100111000001110111011110101101111110111010110100011100000100100,-4601.32,10011111001101100100010110101010110010100101111100011000000101011011000000101110000011011100011011110111100101101010100111000001110111011110101101111110111010110100011100000100100,-4601.32,9.9377
180,1.0,111,010010001001110110110000001011010011000011000001101001101111001011000101111010001010100110110101110000110000101010011001100011101111110001001100001010011001011100111100101100001110,-4678.98,010010001001110110110000001011010011000011000001101001101111001011000101111010001010100110110101110000110000101010011001100011101111110001001100001010011001011100111100101100001110,-4678.98,8.9774
181,1.0,111,0001111001011100111110000101000101110111010111101110000011100101111110001101001001011011110001010110000000011001010101011000001000001011011010010100001101011011101001000001000100110,-4780.5,0001111001011100111110000101000101110111010111101110000011100101111110001101001001011011110001010110000000011001010101011000001000001011011010010100001101011011101001000001000100110,-4780.5,12.1663
182,1.0,111,00000110001101110001000011101010110110100000011000000000101010011000100001110111010001111111001000000111000101101110101110011110100011011111101110001111111011110000010100101000011000,-4833.07,00000110001101110001000011101010110110100000011000000000101010011000100001110111010001111111001000000111000101101110101110011110100011011111101110001111111011110000010100101000011000,-4833.07,13.0305
183,1.0,111,101101011110001001101101111100001000111110110000010101000001111101110010101100101001001111111010010111100111000010000011010110001101111010011110011100100100100011000010111111111101111,-4857.19,101101011110001001101101111100001000111110110000010101000001111101110010101100101001001111111010010111100111000010000011010110001101111010011110011100100100100011000010111111111101111,-4857.19,10.0087
184,1.0,111,0111110111001000111111010100100100110101111110011111111110110111110111110011011111010010101001000010100010111001001111010001000001010011010101001010001101010000101111011111011011001110,-4872.64,0111110111001000111111010100100100110101111110011111111110110111110111110011011111010010101001000010100010111001001111010001000001010011010101001010001101010000101111011111011011001110,-4872.64,9.6225
185,1.0,111,01011011000011001101011001010111011001010111111010011110010100110011110001110000011010110000010101111000001011000101000110110000010000010111000101000100010100010001111110001011110100011,-4842.3,01011011000011001101011001010111011001010111111010011110010100110011110001110000011010110000010101111000001011000101000110110000010000010111000101000100010100010001111110001011110100011,-4842.3,13.3259
186,1.0,111,101001001111001100101110101010001001110101001001010000011010011011100011110000111110000001101011111111100101001110000000001001110110111111100110101100101100111101100010010000000000101010,-4860.17,101001001111001100101110101010001001110101001001010000011010011011100011110000111110000001101011111111100101001110000000001001110110111111100110101100101100111101100010010000000000101010,-4860.17,10.9898
187,1.0,111,0011111101100011010010111100101011011000001101000111110010111101100011101111011101111111001101100001010010110110101001110010100111100011111100111010111111000100110101111110101001101110111,-4925.28,0011111101100011010010111100101011011000001101000111110010111101100011101111011101111111001101100001010010110110101001110010100111100011111100111010111111000100110101111110101001101110111,-4925.28,9.6437
188,1.0,111,01001001100111011011011001010001001101011100100110100110101011001110100110111011101011111110010001101001110010101111010010111101101000010010110010100001110111011000101110111001000100100101,-4930.56,01001001100111011011011001010001001101011100100110100110101011001110100110111011101011111110010001101001110010101111010010111101101000010010110010100001110111011000101110111001000100100101,-4930.56,10.0208
189,1.0,111,101101100110001111011001101100101101100000110110010110001011000100000110001011110001110100111011110111101011011000001111000100100101111010110011110111101010101000110101111000111111100011011,-5002.97,101101100110001111011001101100101101100000110110010110001011000100000110001011110001110100111011110111101011011000001111000100100101111010110011110111101010101000110101111000111111100011011,-5002.97,11.7356
190,1.0,111,0100110110011100100001000100111100100101010010011010011101001110001110011101110111101010110101000010100101011111101101001000110010000000000111100010010100110001111011100000110010000011001100,-5017.46,0100110110011100100001000100111100100101010010011010011101001110001110011101110111101010110101000010100101011111101101001000110010000000000111100010010100110001111011100000110010000011001100,-5017.46,27.3791
191,1.0,111,11000101100011011001000100001111001000101010001110011010010100011011010101001100110101010001100010011001001111111011001110000101001100010100100011111100001101111011110100011100111001011111000,-5033.8,11000101100011011001000100001111001000101010001110011010010100011011010101001100110101010001100010011001001111111011001110000101001100010100100011111100001101111011110100011100111001011111000,-5033.8,12.5314
192,1.0,111,100110110001011111000000000101101001101001011111000010011010001100001101000011000001100010100111101110010100110100101101110110000011100110011000010111101110110001110100100010011011000010000000,-5090.38,100110110001011111000000000101101001101001011111000010011010001100001101000011000001100010100111101110010100110100101101110110000011100110011000010111101110110001110100100010011011000010000000,-5090.38,14.4591
193,1.0,111,0010110111101000001110111110100001100111101010111111010001011010011000110101001111000111110111000011011100110010111100100010110011010111011001111110001100001011100000001101100000101101101110111,-5060.62,0010110111101000001110111110100001100111101010111111010001011010011000110101001111000111110111000011011100110010111100100010110011010111011001111110001100001011100000001101100000101101101110111,-5060.62,17.5863
194,1.0,111,11000100001011010001000110101011011001110100001010011010010100011000010001100111110101010001100010011110101101101001000010001111000101010010100111010100001111011011110010000010111001010111010111,-5058.37,11000100001011010001000110101011011001110100001010011010010100011000010001100111110101010001100010011110101101101001000010001111000101010010100111010100001111011011110010000010111001010111010111,-5058.37,15.5259
195,1.0,111,101101011110001101011010110101101101111000010101010000000010101110111010010110001100001101000011111011111011011011001100011101001000101010100001010101001100111100110000010100010111100100110111011,-5119.21,101101011110001101011010110101101101111000010101010000000010101110111010010110001100001101000011111011111011011011001100011101001000101010100001010101001100111100110000010100010111100100110111011,-5119.21,17.0413
196,1.0,111,1100101000111100001100001001110111010001001010110001101100110010010101000110010001010100101011001001011011000001010100011000001100110001010101011100101000111000000011011011000000110011001001110110,-5105.11,1100101000111100001100001001110111010001001010110001101100110010010101000110010001010100101011001001011011000001010100011000001100110001010101011100101000111000000011011011000000110011001001110110,-5105.11,19.1465
197,1.0,111,11101011010010011011111001001001111100100000110011111110011111100111111110111111001111111000010101100001101011011011111001100101100110110110001000101011110111000001111011000000010011100101111010101,-5091.75,11101011010010011011111001001001111100100000110011111110011111100111111110111111001111111000010101100001101011011011111001100101100110110110001000101011110111000001111011000000010011100101111010101,-5091.75,11.0199
198,1.0,111,101011001100001010001001001100100100101010101001011101010111010001100011110000111111000001111111110100001011100111000011001111100010001111011101000011111000101001100010110100000011101011011000000101,-5120.27,101011001100001010001001001100100100101010101001011101010111010001100011110000111111000001111111110100001011100111000011001111100010001111011101000011111000101001100010110100000011101011011000000101,-5120.27,14.7299
199,1.0,111,0101111000000111110101100110111010001101001101110001010001011010110000000001100100011111111011111010000000111000111001011001001110110001110000000101011011001111001001010010101000000100101101001010000,-5186.34,0101111000000111110101100110111010001101001101110001010001011010110000000001100100011111111011111010000000111000111001011001001110110001110000000101011011001111001001010010101000000100101101001010000,-5186.34,12.2167
200,1.0,111,00101110011100110001100110110010100111011110011101001101010000010001111010000110010100000011011111000111110100011000001001110110001101101000000111110100110001010011010001001101101110000010000110111111,-5192.34,00101110011100110001100110110010100111011110011101001101010000010001111010000110010100000011011111000111110100011000001001110110001101101000000111110100110001010011010001001101101110000010000110111111,-5192.34,11.9037
201,1.0,111,110000011011110010110100100011011010000011100011100000111000000000111000101011011100100001000000111011110100011100111010110011000101110100111100010010101011000100001000101101011100010100000111001101010,-5255.29,110000011011110010110100100011011010000011100011100000111000000000111000101011011100100001000000111011110100011100111010110011000101110100111100010010101011000100001000101101011100010100000111001101010,-5255.29,12.3518
202,1.0,111,1101000110001100110000100000110100100111101110001011001110010110111000011110100110111000010010000111100000101110111110101000000101101001010011101010010100111010111010111011000101100111101011101101000000,-5250.72,1101000110001100110000100000110100100111101110001011001110010110111000011110100110111000010010000111100000101110111110101000000101101001010011101010010100111010111010111011000101100111101011101101000000,-5250.72,21.5824
203,1.0,111,01000110000111001011000000011101011101110100110110101011101001010001110111101101011000000001000111011001110111111101100111000110010010000100101000110011000110000001101010010101011100111100001011011111000,-5341.44,01000110000111001011000000011101011101110100110110101011101001010001110111101101011000000001000111011001110111111101100111000110010010000100101000110011000110000001101010010101011100111100001011011111000,-5341.44,32.1935
204,1.0,111,010101001000110111010011011111110100010001011110000010101100111010111101000110011100101100000000100100011011111011011001110111101011110101010011001101000101011100101100100110000111001000001010110100011000,-5344.79,010101001000110111010011011111110100010001011110000010101100111010111101000110011100101100000000100100011011111011011001110111101011110101010011001101000101011100101100100110000111001000001010110100011000,-5344.79,16.2119
205,1.0,111,1010011101100010000010001000101000111001100001111110000100100001000010100010001100100100111000111010011110110101010001000110100100001011100000001100110101101110011101110100010001101011111100111101111001111,-5340.3,1010011101100010000010001000101000111001100001111110000100100001000010100010001100100100111000111010011110110101010001000110100100001011100000001100110101101110011101110100010001101011111100111101111001111,-5340.3,14.4597
206,1.0,111,10100001110100101011111000110000001111101110110011110100001110000110011100101110101101010100001100011001010010000000000001100000110111101110101011001011000010111001001111100001110111010110111010000010111011,-5392.1,10100001110100101011111000110000001111101110110011110100001110000110011100101110101101010100001100011001010010000000000001100000110111101110101011001011000010111001001111100001110111010110111010000010111011,-5392.1,15.7761
207,1.0,111,101001110100001000011010001100101111111001000100111001010110010010000111000010100011000011000011001010011011110010001011000000010100011110010011001001010100101010110011110100011111100100010110101100010100011,-5408.62,101001110100001000011010001100101111111001000100111001010110010010000111000010100011000011000011001010011011110010001011000000010100011110010011001001010100101010110011110100011111100100010110101100010100011,-5408.62,8.8293
208,1.0,111,0101101100010111110011001000111001001111110111100000101111100111100011000100110100001000001101101110000101000000011001011100000100000001100000110001011000001110011101000011011100100000101111100000110100001101,-5450.61,0101101100010111110011001000111001001111110111100000101111100111100011000100110100001000001101101110000101000000011001011100000100000001100000110001011000001110011101000011011100100000101111100000110100001101,-5450.61,9.0538
209,1.0,111,00110011011000110100001110111010000011001111000101110101111101011010011010001010000000001110001011011110111001100100100000110100111101111100110010010110100010110011000000001100001110010001101011001011101011010,-5462.11,00110011011000110100001110111010000011001111000101110101111101011010011010001010000000001110001011011110111001100100100000110100111101111100110010010110100010110011000000001100001110010001101011001011101011010,-5462.11,7.3627
210,1.0,111,110011001001110110111100010010010111011000101110101011101100100101011000011101111111011110111101001000011001101110110101111110100010100101110011111000110111010101001111010000101100001111011111000011100010100011,-5468.36,110011001001110110111100010010010111011000101110101011101100100101011000011101111111011110111101001000011001101110110101111110100010100101110011111000110111010101001111010000101100001111011111000011100010100011,-5468.36,7.2662
211,1.0,111,1011010111100011011010111111000011111110000100101111110111010100011100100011111111101110001100100111011011110001011010110110010011011111111001111010000110100110010001110110011111111101100110001010000110111101101,-5485.88,1011010111100011011010111111000011111110000100101111110111010100011100100011111111101110001100100111011011110001011010110110010011011111111001111010000110100110010001110110011111111101100110001010000110111101101,-5485.88,6.1148
212,1.0,111,10011001000011010111101110101101011001100111001010110011111100000101010010000101001111000101010111110101011000010011111111010101111101010111110001000001111111110101111100100100001001110000101100011001000010001110,-5485.59,10011001000011010111101110101101011001100111001010110011111100000101010010000101001111000101010111110101011000010011111111010101111101010111110001000001111111110101111100100100001001110000101100011001000010001110,-5485.59,7.8873
213,1.0,111,000001010101011011010011001000101101100011100110000011100000110010010101100001110100000110001011110100001001101000000010110101111101110010000010000111101010010001110000111011111010000100001100011100001100101011000,-5448.21,000001010101011011010011001000101101100011100110000011100000110010010101100001110100000110001011110100001001101000000010110101111101110010000010000111101010010001110000111011111010000100001100011100001100101011000,-5448.21,6.4805
214,1.0,111,0000001111010110101000000001100011001001100001010010110011001111010010010100111101000001101010110100001010001000110011101101101000101000100010010011101000000000010001001001111011110101010100101110011110011000100000,-5511.78,0000001111010110101000000001100011001001100001010010110011001111010010010100111101000001101010110100001010001000110011101101101000101000100010010011101000000000010001001001111011110101010100101110011110011000100000,-5511.78,7.3726
215,1.0,111,00000000110011011101011011110011010000011110111100011011000101111010000101011010100101101011000001101100111001010001100010101010110001000000101110111110111101100010100010100001011101001111011110001100001101101000111,-5603.57,00000000110011011101011011110011010000011110111100011011000101111010000101011010100101101011000001101100111001010001100010101010110001000000101110111110111101100010100010100001011101001111011110001100001101101000111,-5603.57,6.3939
216,1.0,111,110010111101011010110010000001001100100100100101001000011110011001011101101011000101000001101111101010110000100110101110100010111010100010011001000010000110000001010100010010010010001100001010001101001110110000010001,-5597.39,110010111101011010110010000001001100100100100101001000011110011001011101101011000101000001101111101010110000100110101110100010111010100010011001000010000110000001010100010010010010001100001010001101001110110000010001,-5597.39,6.992
217,1.0,111,0011010110111000111011010000110110110110000110001100101100100000111010100000110001111100001010011111001000011011100101010111010110111011011101001111001101111101100010111001100001001110010101111111000001011011101001100,-5606.68,0011010110111000111011010000110110110110000110001100101100100000111010100000110001111100001010011111001000011011100101010111010110111011011101001111001101111101100010111001100001001110010101111111000001011011101001100,-5606.68,6.862
218,1.0,111,00110111001000100010100010110000011111100011110011101001011001011101101001000110000100001001101001100100100100110100010100000100110011111110000000100011100010001100010111100001111110111000010001001000111110111110101011,-5670.42,00110111001000100010100010110000011111100011110011101001011001011101101001000110000100001001101001100100100100110100010100000100110011111110000000100011100010001100010111100001111110111000010001001000111110111110101011,-5670.42,6.9896
219,1.0,111,100100001000110001011100111101111110011000111100100010111010010100111000010110011111011010001000001101001000010111011001101001001001110101101010101001110101110100101011000011011111001010100111111000011010100011101011011,-5730.18,100100001000110001011100111101111110011000111100100010111010010100111000010110011111011010001000001101001000010111011001101001001001110101101010101001110101110100101011000011011111001010100111111000011010100011101011011,-5730.18,6.6298
220,1.0,111,0000111100010111101100110001000000011100011010100001010010111111011101011100011000110001111101110101001111111010001001011010100000110000111001011001100010001010110101101010000100010110101011000100011110000000001001100001,-5742.26,0000111100010111101100110001000000011100011010100001010010111111011101011100011000110001111101110101001111111010001001011010100000110000111001011001100010001010110101101010000100010110101011000100011110000000001001100001,-5742.26,7.552
221,1.0,111,10010100110111011111101000010101010101100111101000011011101100110110000100001101101011001011000001110010111110110001010010101111100100010111110011010010111111111100111010100111011101100110111110011101100000000110011110100,-5804.85,10010100110111011111101000010101010101100111101000011011101100110110000100001101101011001011000001110010111110110001010010101111100100010111110011010010111111111100111010100111011101100110111110011101100000000110011110100,-5804.85,8.4486
222,1.0,111,000111101101110010011101000010001011010011010101100000011000010001111100101011101101010001101101111010110001101101110110111111111110000100111001000000111100000110110000001110001000000000001011111110111110110010000100011001,-5827.6,000111101101110010011101000010001011010011010101100000011000010001111100101011101101010001101101111010110001101101110110111111111110000100111001000000111100000110110000001110001000000000001011111110111110110010000100011001,-5827.6,6.5548
223,1.0,111,0111111000100011100011001010110010111100010101111101010000111100111101101000010111010001111101111100010011110001110001110010110101101111110100111001000100100010101100000111100010001010100100100010001001010011000111001110111,-5813.41,0111111000100011100011001010110010111100010101111101010000111100111101101000010111010001111101111100010011110001110001110010110101101111110100111001000100100010101100000111100010001010100100100010001001010011000111001110111,-5813.41,12.4907
224,1.0,111,00011000110111010001100100010101001000011101011110110011010101011101010010001101110001001100010000101010111010100001011011111111100000010010001110111001111100110111100010111111000101010001011110010000110100101000000001110101,-5851.55,00011000110111010001100100010101001000011101011110110011010101011101010010001101110001001100010000101010111010100001011011111111100000010010001110111001111100110111100010111111000101010001011110010000110100101000000001110101,-5851.55,9.4851
225,1.0,111,000110111100110000111001111010011011000010010110101011010000010010110101111111110000100000111100100111111000010110110000110100110101010001101010000110010101000111011100111111011100010111100011101100100100011010000000001000011,-5913.23,000110111100110000111001111010011011000010010110101011010000010010110101111111110000100000111100100111111000010110110000110100110101010001101010000110010101000111011100111111011100010111100011101100100100011010000000001000011,-5913.23,9.438
226,1.0,111,0000100011010111000101010101101000011111111010100011101110010111111111010111101010000010000001100001100011101000100011101001011011010001101001000011010110001010101100010101110011010111111011100000000010111100010011101100010110,-5893.65,0000100011010111000101010101101000011111111010100011101110010111111111010111101010000010000001100001100011101000100011101001011011010001101001000011010110001010101100010101110011010111111011100000000010111100010011101100010110,-5893.65,8.7084
227,1.0,111,10000110010111001101000001000101111000101100001110111000011011101011100011010001100000111010100111101010000111010001000111111111101010000011010110111011110111001111110000110101011001100000100101111001011010101100010111110111001,-5888.68,10000110010111001101000001000101111000101100001110111000011011101011100011010001100000111010100111101010000111010001000111111111101010000011010110111011110111001111110000110101011001100000100101111001011010101100010111110111001,-5888.68,8.6334
228,1.0,111,110000001101011110010111000101101001111100101001000110100111110011000000101011011010100100100011001010100110100001100110111101110000000010110101101101001000001010110010000111001111011011101000011111010111111001100011110011100010,-5896.93,110000001101011110010111000101101001111100101001000110100111110011000000101011011010100100100011001010100110100001100110111101110000000010110101101101001000001010110010000111001111011011101000011111010111111001100011110011100010,-5896.93,8.4649
